artist,album,title,duration,playcount,rating,rating_interpretation
"Bring Me The Horizon","Shadow Moses","Shadow Moses","4:05","38","4",""
"L7","100 Hits: Rock (Disc 5)","Pretend We're Dead","3:56","16","4",""
"Anti-Nowhere League","The Punk Rock Anthology","So What","3:09","19","4",""
"Death From Above 1979","You're a Woman, I'm a Machine","Pull Out","1:51","15","4",""
"Chevelle","Wonder What's Next","An Evening With El Diablo","5:44","19","4",""
"Escala","Escala","Kashmir (feat. Slash)","3:23","13","5","thumbs-up"
"Mindless Self Indulgence","You'll Rebel To Anything","Bullshit","2:42","10","4",""
"Childish Gambino","because the internet","V. 3005","3:55","23","4",""
"The Clash","The Essential Clash (Disc 2)","Train in Vain (Stand by Me)","3:15","12","4",""
"The Clash","The Essential Clash (Disc 1)","I Fought the Law","2:40","7","4",""
"The Clash","The Essential Clash (Disc 1)","White Riot","2:01","4","4",""
"Nirvana","Nirvana","Lithium","4:18","15","4",""
"Jello Biafra","Jezebel / Speed Demon","Speed Demon","2:47","4","4",""
"Sage Francis","Remix","Buzz Kill [Reanimator Remix]","4:46","20","4",""
"Does It Offend You, Yeah?","You Have No Idea What You're Getting Yourself Into","We Are Rockstars","3:52","12","4",""
"Bring Me The Horizon","Sempiternal (Deluxe)","Hospital for Souls","6:46","29","4",""
"Prodigy","The Fat Of The Land","Diesel Power","4:17","56","4",""
"Brody Dalle","Diploid Love","Meet The Foetus / Oh The Joy","5:03","41","5","thumbs-up"
"Amanda Palmer","Theatre Is Evil (feat. The Grand Theft Orchestra)","The Killing Type","4:30","22","5","thumbs-up"
"Marilyn Manson","EAT ME, DRINK ME (UK Version)","If I Was Your Vampire","5:56","6","4",""
"Marilyn Manson","Lest We Forget","Disposable Teens","3:02","12","5","thumbs-up"
"Marilyn Manson","Lest We Forget","Lunchbox","4:36","10","4",""
"A.F.I.","The Art of Drowning","A Story At Three","3:54","17","4",""
"Deap Vally","Sistrionix (Deluxe Version)","Your Love","3:31","9","4",""
"Crystal Castles","Crystal Castles","Courtship Dating","3:31","29","5","thumbs-up"
"Brody Dalle","Diploid Love","Parties For Prostitutes","4:34","24","4",""
"Brody Dalle","Diploid Love","Blood In Gutters","4:19","17","4",""
"Brody Dalle","Diploid Love","Carry On","4:22","19","4",""
"Brody Dalle","Diploid Love","Dressed In Dreams","4:47","21","4",""
"Brody Dalle","Diploid Love","Don't Mess With Me","3:39","27","5","thumbs-up"
"Brody Dalle","Diploid Love","Rat Race","3:39","24","4",""
"Arctic Monkeys","AM","Why'd You Only Call Me When You're High?","2:42","45","5","thumbs-up"
"Arctic Monkeys","AM","I Want It All","3:06","23","4",""
"Arctic Monkeys","AM","Mad Sounds","3:36","13","4",""
"Arctic Monkeys","AM","Do I Wanna Know?","4:33","83","5","thumbs-up"
"St. Vincent","St. Vincent","Birth In Reverse","3:16","40","5","thumbs-up"
"St. Vincent","St. Vincent","Birth In Reverse","3:16","41","5","thumbs-up"
"DoC BaTTLE","Space Mountain","16 Time","3:09","9","4",""
"Gorillaz","Gorillaz","19-2000 [Soulchild Remix]","3:30","9","4",""
"Mindless Self Indulgence","You'll Rebel To Anything","1989","1:59","8","4",""
"DJ Stroke","DJ Stroke Presents: Rap vs Rock","21 Impossible Questions","3:09","21","4",""
"The Lonely Island","3-Way (The Golden Rule) [Single]","3-Way (The Golden Rule) (feat. Justin Timberlake & Lady Gaga)","2:51","31","5","thumbs-up"
"Emilie Autumn","4 O'Clock [EP]","4 O'Clock","5:17","10","4",""
"Six Seconds Magic","6SM EP","6IX","2:57","10","4",""
"cKy","Camp Kill Yourself, Vol.1","96 Quite Bitter Beings","3:22","62","5","thumbs-up"
"Afternoon Ninja","Nobody Can Stop","99 Problems But The Powerpuff Girls Ain't One","1:01","31","4",""
"Guy Pratt","Spaced OST","A-Team Spaced Remix","1:45","21","4",""
"Jackson 5","Clerks II OST","ABC","3:01","23","5","thumbs-up"
"Violent Femmes","Tony Hawk's Underground 2 OST","Add It Up","4:43","16","4",""
"Violent Femmes","Permanent Record: The Very Best of Violent Femmes","Add It Up","4:45","25","5","thumbs-up"
"Paramore","Paramore","Ain't It Fun","4:57","32","4",""
"Johnny Cash","American VI: Ain't No Grave","Ain't No Grave","2:54","32","5","thumbs-up"
"Stonefree Experience/John Morrison","WWE - The Music Vol.8","Ain't No Make Believe","4:20","14","4",""
"Cage The Elephant","Cage The Elephant","Ain't No Rest For The Wicked","2:56","30","5","thumbs-up"
"B.o.B","B.o.B Presents: The Adventures of Bobby Ray","Airplanes (feat. Hayley Williams of Paramore)","3:01","21","4",""
"B.o.B","B.o.B Presents: The Adventures of Bobby Ray","Airplanes, Part II (feat. Eminem & Hayley Williams of Paramore)","5:20","27","5","thumbs-up"
"Pogo","Wonderland","Alice","2:44","29","5","thumbs-up"
"David Otunga","WWE","All About The Power","2:45","51","4",""
"Jimi Hendrix","Experience Hendrix: The Best of Jimi Hendrix","All Along the Watchtower","3:59","26","5","thumbs-up"
"The Kinks","The Ultimate Collection","All Day and All of the Night","2:23","23","4",""
"The Stranglers","100 Hits: Rock (Disc 5)","All Day And All Of The Night","2:32","21","4",""
"The Offspring","Greatest Hits","All I Want","1:54","13","4",""
"Sonic Boom Six","All In [Single]","All In (feat. Coolie Ranx) [Single Mix]","3:34","21","5","thumbs-up"
"Less Than Jake","Hello Rockview","All My Best Friends Are Metalheads","3:32","9","4",""
"LCD Soundsystem","Sound of Silver","All My Friends","7:43","29","5","thumbs-up"
"Foo Fighters","One by One","All My Life","4:23","14","4",""
"Fozzy","All That Remains","All That Remains","4:34","13","4",""
"t.A.T.u./Victoria","WWE","All The Things She Said [WWE Edit]","3:00","30","4",""
"Florence + The Machine","Ceremonials","All This And Heaven Too","4:06","4","4",""
"Pixies","Wave of Mutilation - Best of Pixies","Allison","1:18","14","4",""
"Zebrahead","Mutha Fucking Zebrahead, Bitch","Alone","2:16","26","4",""
"Richard Strauss","2001: Music from the Films of Stanley Kubrick","Also Sprach Zarathurstra","1:33","25","4",""
"Saint Louis Symphony Orchestra","The 99 Most Essential Pieces of Classical Music","Also Sprach Zarathustra - Tone Poem for Large Orchestra, Op. 30: Introduction","1:42","9","4",""
"Trey Parker & Matt Stone","Team America World Police (Music from the Motion Picture)","America, Fuck Yeah","2:07","13","4",""
"Kid Rock","The History of Rock","American Bad Ass","4:32","32","5","thumbs-up"
"SHINING WIZADO","ARMBAR EP","American Dickbutt (The Daniel Bryan Danielson Story)","2:41","14","4",""
"Hulk Hogan & The Wrestling Boot Band","Hulk Rules","American Made","3:36","23","4",""
"Graeme Norgate","Timesplitters 2 OST","Anaconda - retro mini game","3:30","8","4",""
"Massive Attack","Mezzanine","Angel","6:20","13","4",""
"Paramore","Paramore","Anklebiters","2:18","24","4",""
"Faith No More, Boo-Yaa T.R.I.B.E.","Judgement Night OST","Another Body Murdered","4:22","25","4",""
"Reel Big Fish","Monkeys For Nothin' And The Chimps For Free","Another F.U. Song","1:05","16","4",""
"Queen","The Platinum Collection (2011 Remaster)","Another One Bites The Dust (2011 Remaster)","3:36","7","4",""
"Jack White & Alicia Keys","Another Way to Die [single]","Another Way to Die","4:23","7","4",""
"Anamanaguchi","Scott Pilgrim vs. The World: The Game OST","Another Winter","3:57","21","4",""
"M.O.P.","Warriorz","Ante Up","3:53","31","4",""
"Six Seconds Magic","6SM EP","ANTICHRIST2","4:53","7","4",""
"Adam And The Ants","Stand And Deliver: The Very Best Of","Antmusic","3:37","11","4",""
"Journey","100 Hits: Rock (Disc 3)","Any Way You Want It","3:23","22","5","thumbs-up"
"Manchester Orchestra","Simple Math","April Fool","4:22","13","4",""
"Tegan & Sara","The Con","Are You Ten Years Ago","3:18","6","4",""
"Deadmau5","Random Album Title","Arguru","5:31","21","4",""
"boyhitscar","boyhitscar","As I Watch The Sun Fuck The Ocean","3:20","17","4",""
"Muse","Black Holes & Revelations","Assassin","3:32","8","4",""
"Christian","WWE - The Anthology (Disc 3)","At Last","3:05","21","4",""
"The 88","Community OST","At Least It Was Here","2:52","33","5","thumbs-up"
"Blondie","Ministry Of Sound - Electronic 80s 2 [Disc 3]","Atomic","3:50","28","4",""
"cKy","Infiltrate•Destroy•Rebuild","Attached at the Hip","3:00","13","4",""
"Milow","Ayo Technology [single]","Ayo Technology","3:35","18","4",""
"The Beatles","The Beatles [The White Album]","Back in the U.S.S.R.","2:43","5","4",""
"Huey Lewis & The News","Huey Lewis & The News: Greatest Hits","Back in Time","4:19","24","4",""
"Tegan & Sara","The Con","Back In Your Head","3:03","17","4",""
"Michael Jackson","King Of Pop","Bad","4:08","18","4",""
"Inner Circle","One Way","Bad Boys","3:50","31","4",""
"Robert Palmer","Scrubs Season 4 OST","Bad Case Of Loving You (Doctor, Doctor)","3:13","20","4",""
"Jed Whedon, Joss Whedon & Zack Whedon","Dr. Horrible's Sing-Along Blog OST","Bad Horse Chorus","0:36","18","4",""
"The Bloodhound Gang","Hooray For Boobies","The Bad Touch","4:21","28","4",""
"Michael P.S. Hayes","wCw","Badstreet USA","4:21","20","4",""
"Jimmy Jacobs","Jimmy Loves Lacey","Ballad of Lacey","3:21","4","4",""
"Fozzy","Happenstance","Balls to the Wall","5:46","23","4",""
"Hot Hot Heat","Make Up The Breakdown","Bandages","3:33","8","4",""
"Bloc Party","Silent Alarm","Banquet","3:21","16","4",""
"""Macho Man"" Randy Savage","Be A Man","Be a Man","3:01","44","5","thumbs-up"
"Paramore","Paramore","Be Alone","3:41","25","4",""
"Fatman Scoop","Fatman Scoop's Hottest","Be Faithful (feat. The Crooklyn Clan)","2:45","41","5","thumbs-up"
"Niko Vega","Bioshock Infinite OST","Beast [Bioshock Infinite Version]","3:52","15","5","thumbs-up"
"Head Automatica","Decadence","Beating Heart Baby","3:24","20","5","thumbs-up"
"311","Greatest Hits '93-'03","Beautiful Disaster","4:02","14","4",""
"Marilyn Manson","Lest We Forget","The Beautiful People","3:41","22","5","thumbs-up"
"A.F.I.","Crash Love","Beautiful Thieves","3:47","27","4",""
"Colin Hay","Scrubs OST Vol. 1","Beautiful World","3:54","20","5","thumbs-up"
"Amanda Palmer","Theatre Is Evil (feat. The Grand Theft Orchestra)","The Bed Song","6:08","8","4",""
"Florence + The Machine","Ceremonials","Bedroom Hymns","3:03","11","4",""
"Nirvana","Nirvana","Been a Son","2:21","26","4",""
"Reel Big Fish","Turn The Radio Off","Beer","3:31","40","5","thumbs-up"
"Tenacious D","The Pick Of Destiny","Beezleboss (The Final Showdown)","5:36","14","5","thumbs-up"
"Slipknot","Antennas To Hell","Before I Forget","4:25","7","4",""
"Slipknot","Antennas To Hell","Before I Forget","4:23","8","4",""
"Veruca Salt","Eight Arms to Hold You","Benjamin","4:05","3","4",""
"Alice Deejay","Trance Anthems 2008 (Disc 1)","Better off Alone","3:38","10","4",""
"Barenaked Ladies","Big Bang Theory Theme","Big Bang Theory Theme","1:46","9","4",""
"Fozzy","Happenstance","Big City Nights","4:25","11","4",""
"Tom Waits","Mule Variations","Big In Japan","4:06","23","4",""
"Peter Gabriel","So","Big Time","4:26","22","4",""
"The Soundtrack of Our Lives","Origin, Vol. 1","Bigtime","4:05","17","4",""
"Placebo","Sleeping With Ghosts","The Bitter End","3:11","30","5","thumbs-up"
"Metric","Scott Pilgrim vs. The World OST","Black Sheep","4:56","37","5","thumbs-up"
"Metric","Scott Pilgrim vs. The World: Original Score","Black Sheep (feat. Brie Larson)","4:56","36","4",""
"Eliza Lumley","Bones OST","Black Star","4:05","20","4",""
"Will Smith","Black Suits Comin'","Black Suits Comin' (Nod Ya Head)","3:56","22","4",""
"Yeah Yeah Yeahs","Fever To Tell","Black Tongue","2:59","20","4",""
"South Park Parents","South Park: Bigger, Longer & Uncut OST","Blame Canada","1:36","22","5","thumbs-up"
"Bon Jovi","Cross Road","Blaze of Glory","5:40","27","5","thumbs-up"
"A.F.I.","Sing the Sorrow","Bleed Black","4:15","19","4",""
"Chase & Status feat. Liam Bailey","No More Idols","Blind Faith","3:54","5","4",""
"Muse","Origin of Symmetry","Bliss","4:13","11","4",""
"Violent Femmes","Permanent Record: The Very Best of Violent Femmes","Blister in the Sun","2:25","16","5","thumbs-up"
"Gangrel","WWE - The Music Vol.3","Blood","3:41","19","4",""
"Blood Bros","DSJ & DJA are BLOOD BROS","Blood Bros: Heaven2Hell","45:29","9","4",""
"Blood Bros","DSJ & DJA are BLOOD BROS","Blood Bros III: Back In America","46:41","7","4",""
"The National","High Violet","Bloodbuzz Ohio","4:36","38","5","thumbs-up"
"Regina Spektor","Far","Blue Lips","3:32","17","4",""
"The White Stripes","Get Behind Me Satan","Blue Orchid","2:39","13","4",""
"Paris Texas","Blade: Trinity OST","Bombs Away [Danny Saber Mix]","3:29","10","4",""
"Pixies","Wave of Mutilation - Best of Pixies","Bone Machine","3:04","5","4",""
"Shocore","Devil Rock Disco","Bonecracker","2:56","16","4",""
"The Crystal Method","Bones OST","Bones Theme","0:34","20","4",""
"Dizzee Rascal & Armand Van Helden","Bonkers [single]","Bonkers [Extended Version]","4:28","6","5","thumbs-up"
"Freeland feat. Brody Dalle","Cope","Borderline","3:58","12","5","thumbs-up"
"Bruce Springsteen","Born In the U.S.A.","Born In the U.S.A.","4:39","9","4",""
"They Might Be Giants","Dial-A-Song: 20 Years of They Might Be Giants","Boss Of Me","2:59","13","4",""
"SHINING WIZADO","Botch On (Demo Single)","Botch On (Demo)","2:43","9","4",""
"Amanda Palmer","Theatre Is Evil (feat. The Grand Theft Orchestra)","Bottom Feeder","6:13","2","4",""
"Johnny Cash","Ring Of Fire: The Legend of Johnny Cash","A Boy Named Sue [Live]","3:46","20","4",""
"Grant Lee Phillips","How I Met Your Mother Season 2 OST","Boys Don’t Cry","3:46","15","4",""
"Neil Patrick Harris","Dr. Horrible's Sing-Along Blog OST","Brand New Day","1:50","23","4",""
"Best Coast","Crazy For You","Bratty B","1:44","24","4",""
"Chris Warren Band/D-Generation X","WWE - The Music Vol.3","Break It Down","2:50","19","4",""
"The Irresponsibles","Let It Out","Break Me","3:30","38","4",""
"Limp Bizkit","Significant Other","Break Stuff","2:47","20","4",""
"Chris Jericho","WWE","Break The Walls Down [Countdown + Wormhole]","2:49","20","4",""
"Florence + The Machine","Ceremonials","Breaking Down (Acoustic)","3:31","4","4",""
"Skrillex","TheBurningEar.com","Breath (Strobe Hypnoticz Remix)","7:41","22","4",""
"Monty Python","Monty Python Sings","Brian Song","2:40","13","4",""
"Monty Python","Monty Python's Life of Brian","Brian Song (Continued)","2:33","13","4",""
"Cee Lo Green","The Lady Killer","Bright Lights Bigger City","3:39","30","5","thumbs-up"
"Ben Chandler","Q.U.B.E. Original Soundtrack","Brighter Times","2:08","11","4",""
"RUSKO","KAPOW","BRING IT BACK","3:42","5","4",""
"Anthrax/Public Enemy","Collection","Bring the Noise","3:32","15","4",""
"Nonpoint","Recoil","Broken Bones","2:54","32","4",""
"Sevendust","Seasons","Broken Down","3:23","21","4",""
"Shaman's Harvest/Drew McIntyre","WWE","Broken Dreams","3:58","26","4",""
"Head Automatica","Decadence","Brooklyn Is Burning","3:59","21","4",""
"Feeder","100 Hits: Indie [Disc 2]","Buck Rogers","3:13","18","4",""
"Weezer","Weezer","Buddy Holly","2:40","12","4",""
"DJ Shadow","Endtroducing.....","Building Steam With A Grain Of Salt","6:40","18","5","thumbs-up"
"DJ Shadow","Endtroducing.....","Building Steam With A Grain Of Salt (Alternate Take Without Overdubs)","6:44","17","5","thumbs-up"
"The Smashing Pumpkins","Mellon Collie and the Infinite Sadness","Bullet With Butterfly Wings","4:19","45","5","thumbs-up"
"Major Lazer & La Roux","Lazerproof","Bulletproof [Nacey Remix feat. Matt Hemerlein]","3:05","17","4",""
"Dizzee Rascal","BBC Electric Proms 2009: Dizzee Rascal","Bulls On Parade","4:20","14","4",""
"Scarling.","So Long, Scarecrow","Bummer","3:57","15","4",""
"HIM","Love Metal","Buried Alive By Love","5:01","16","5","thumbs-up"
"Lostprophets","Start Something","Burn, Burn","3:37","8","4",""
"Mercy Drive/Randy Orton","WWE","Burn In My Light [WWE Edit]","3:36","13","4",""
"Tegan & Sara","The Con","Burn Your Life Down","2:23","9","4",""
"Muse","Absolution","Butterflies & Hurricanes","5:02","9","4",""
"Crazy Town","100 Hits: Indie [Disc 4]","Butterfly","3:37","57","5","thumbs-up"
"Bon Iver","Remix","Calgary [Azedia remix]","6:33","13","4",""
"Katy Perry feat. Snoop Dogg","Teenage Dream","California Gurls","3:55","12","4",""
"Red Hot Chili Peppers","Greatest Hits (Red Hot Chili Peppers)","Californication","5:30","14","4",""
"Tegan & Sara","The Con","Call It Off","2:24","15","4",""
"KISS","Symphony: Alive IV","Calling Dr. Love","3:31","26","4",""
"KISS","Rock And Roll Over","Calling Dr. Love","3:40","24","4",""
"Blue October","History For Sale","Calling You","4:00","12","4",""
"The Offspring","Splinter","(Can't Get My) Head Around You","2:15","5","4",""
"Van Halen","The Best of Van Halen, Vol. 1","Can't Get This Stuff No More","5:16","10","4",""
"Stephie Coplan & the Pedestrians","Stephie Coplan & The Pedestrians EP","Caroline","4:20","25","4",""
"DJ Morgoth","Remix","Carry On My Wayward Island [Pendulum vs. Kansas]","7:11","27","5","thumbs-up"
"Sloan","AV Undercover: Season 2","Cars","3:49","14","4",""
"Gary Numan","Ministry Of Sound - Anthems - Electronic 80s [Disc 1]","Cars","3:34","6","4",""
"Finn Bálor","WWE","Catch Your Breath","4:52","15","5","thumbs-up"
"Dreams","Feelings 4 U EP","Celebrate Wit Me","2:23","13","4",""
"Hole","Celebrity Skin","Celebrity Skin","2:43","26","5","thumbs-up"
"The Servant","Cells [single]","Cells [Instrumental]","4:27","20","4",""
"Sons and Daughters","This Gift","Chains","2:37","24","5","thumbs-up"
"Jadakiss","The Champ Is Here","The Champ Is Here","3:15","26","4",""
"Mr. B The Gentleman Rhymer","Flattery Not Included","Chap-Hop History","5:22","25","5","thumbs-up"
"Stephen & The Colberts","The Colbert Report","Charlene (I'm Right Behind You)","1:14","20","4",""
"Max Romeo & The Upsetters","War Ina Babylon","Chase the Devil","3:28","18","4",""
"Housse De Racket","TheBurningEar.com","Chateau (Gemini Club Remix)","7:02","28","5","thumbs-up"
"The Fratellis","Costello Music","Chelsea Dagger","3:35","12","4",""
"System of a Down","Toxicity","Chop Suey","3:31","21","4",""
"Viro the Virus","ROH","Chris Is Awesome","4:17","17","5","thumbs-up"
"Corey Graves","WWE","Christcontrol","3:20","9","4",""
"Run DMC","A Very Special Christmas","Christmas In Hollis","3:03","23","4",""
"YUS","Favorites Remixed II","Chromatics - Lady [YUS Remix]","5:32","8","4",""
"System of a Down","Mezmerize","Cigaro","2:12","14","4",""
"Tenacious D","Tenacious D","City Hall","9:01","9","4",""
"Scarling.","So Long, Scarecrow","City Noise","3:18","38","5","thumbs-up"
"Saliva","Every Six Seconds","Click Click Boom","4:12","14","4",""
"Strange Talk","www.TheBurningEar.com","Climbing Walls (Mastered)","3:46","16","4",""
"Gorillaz","Gorillaz","Clint Eastwood","5:44","6","4",""
"Nine Inch Nails","The Downward Spiral","Closer","6:14","35","4",""
"Nine Inch Nails","Definitive NIN - The Singles","Closer","6:14","14","4",""
"Jonathan Coulton","Jonathan Coulton's Greatest Hit (Plus 13 Other Songs)","Code Monkey","3:10","9","4",""
"Jonathan Coulton","Thing a Week Three","Code Monkey","3:10","16","4",""
"Foreigner","Definitive Collection","Cold as Ice","3:20","27","5","thumbs-up"
"Foreigner","100 Hits: Rock (Disc 1)","Cold As Ice","3:18","33","5","thumbs-up"
"Foreigner","iTunes Live: London Festival '10 [EP]","Cold As Ice (Live)","5:32","7","4",""
"Jet","Get Born","Cold Hard Bitch","4:04","9","4",""
"Mutrix","Come Alive","Come Alive (feat. Charity Vance)","4:47","9","4",""
"Nirvana","Nirvana","Come as You Are","3:40","21","4",""
"Rusko","Remix","Come 'Ere And Say That","2:37","9","4",""
"Waterproof Blonde","Glitter Lust","Come On","3:18","10","4",""
"Save Ferris","It Means Everything","Come On Eileen","4:10","12","4",""
"The Offspring","Smash","Come Out And Play","3:18","19","4",""
"Cake","Comfort Eagle","Comfort Eagle","3:41","12","4",""
"Bloc Party","Silent Alarm","Compliments","4:43","26","5","thumbs-up"
"Tegan & Sara","The Con","The Con","3:30","4","5","thumbs-up"
"The Offspring","Conspiracy Of One","Conspiracy Of One","2:18","10","5","thumbs-up"
"Suga Free","The Features, Vol. 2 (Disc 2)","Cool","4:35","15","4",""
"Emilie Autumn","Laced/Unlaced - Laced","Corelli: La Folia [Live]","9:55","8","4",""
"Minutemen","Double Nickels On The Dime","Corona","2:26","23","4",""
"Sub Focus","Sub Focus","Could This Be Real","3:36","21","4",""
"Jurassic 5 Vs Bob Marley","Remix","Could You Be Loved","3:05","10","4",""
"Brand New Sin/Big Show","WWE - Wreckless Intent","Crank It Up","4:28","16","4",""
"Maylene & the Sons of Disaster/Chris Jericho/Big Show","WWE","Crank The Walls Down","3:35","29","5","thumbs-up"
"Linkin Park","Remix","Crawling [Tophur Remix]","3:22","17","4",""
"Gnarls Barkley","St. Elsewhere","Crazy","2:58","22","5","thumbs-up"
"Violent Femmes","Crazy","Crazy","3:29","19","4",""
"Iyes","Crazy In Love","Crazy In Love","3:53","3","4",""
"Ozzy Osbourne","Prince of Darkness","Crazy Train","4:50","22","5","thumbs-up"
"Ozzy Osbourne","Greatest Hits","Crazy Train","4:50","22","5","thumbs-up"
"The Lonely Island","Turtleneck & Chain","The Creep (feat. Nicki Minaj & John Waters)","2:41","35","4",""
"Magnetic Man","Magnetic Man","Crossover (feat. Katy B)","4:16","10","4",""
"Fozzy","Happenstance","Crucify Yourself","4:30","16","4",""
"Paramore","Riot!","Crushcrushcrush","3:10","6","4",""
"YITT","Remix","crushcrushVengeance","4:17","3","4",""
"Lostprophets","Radio 1 Live Lounge","Cry Me A River","4:58","6","4",""
"Brocas Helm","Brütal Legend OST","Cry of the Banshee","4:19","28","4",""
"Muse","Supermassive Black Hole [single]","A Crying Shame","2:56","9","4",""
"M O O N","Hotline Miami","Crystals","4:50","25","4",""
"Living Colour","ROH","Cult Of Personality [Bang Bang Intro]","5:01","13","4",""
"Living Colour","WWE","Cult Of Personality [WWE Edit]","4:33","89","5","thumbs-up"
"Emilie Autumn","Laced/Unlaced - Unlaced","A Cure?","3:06","25","5","thumbs-up"
"El Huervo","Hotline Miami","Daisuke ( feat. Shelby Cinca)","2:33","44","5","thumbs-up"
"Geto Boys","Office Space OST","Damn It Feels Good To Be A Gangsta","5:11","22","5","thumbs-up"
"Justice","†","D.A.N.C.E.","4:03","26","5","thumbs-up"
"Justice","A Cross The Universe","D.A.N.C.E","2:45","21","4",""
"Electric Six","Fire","Dance Commander","2:37","30","5","thumbs-up"
"Dizzee Rascal","Tongue 'n' Cheek","Dance Wiv Me (feat. Calvin Harris & Chrome)","3:25","4","4",""
"Robyn","Girls OST Vol. 1","Dancing On My Own","4:48","33","5","thumbs-up"
"A.F.I.","Sing the Sorrow","Dancing Through Sunday","2:27","26","5","thumbs-up"
"Billy Idol","Don't Stop","Dancing With Myself","4:55","15","4",""
"Electric Six","Fire","Danger High Voltage","3:35","38","5","thumbs-up"
"Alice Cooper","Spark In The Dark: The Best Of Alice Cooper","Dangerous Tonight","4:41","4","4",""
"Gorillaz","Demon Days","DARE","4:05","13","4",""
"Nightwish","Once","Dark Chest Of Wonders","4:29","22","4",""
"Tegan & Sara","The Con","Dark Come Soon","3:10","22","4",""
"The Undertaker","WWE - The Music Vol.3","Dark Side","3:36","13","4",""
"Yeah Yeah Yeahs","Fever To Tell","Date With The Night","2:36","37","5","thumbs-up"
"Kid Cudi vs Crookers","Breakdown 2009: Very Best of Euphoric Dance","Day 'n' Nite [Club Mix]","3:57","15","4",""
"Kid Cudi vs Crookers","Day 'n' Nite","Day 'n' Nite [Radio Edit]","2:44","10","4",""
"Kid Cudi vs Crookers","Day 'n' Nite","Day 'n' Nite [Rusko's Big Trombone Remix]","3:16","16","4",""
"Paramore","Paramore","Daydreaming","4:31","23","4",""
"Corey Graves","WWE","Dead And Gone","2:45","6","4",""
"Emilie Autumn","Opheliac","Dead is the New Alive","5:03","28","4",""
"Emilie Autumn","Liar/Dead Is the New Alive [EP Double Feature]","Dead is the New Alive [Manipulator Mix by Dope Stars Inc.]","5:10","53","5","thumbs-up"
"Sun Araw","Hotline Miami","Deep Cover","8:06","18","4",""
"Foma","Phobos","Departure","4:46","6","4",""
"Yeah Yeah Yeahs","Mosquito","Despair","4:49","9","5","thumbs-up"
"Vampiro","wCw","Destroyer","3:09","15","4",""
"Blake Robinson","YouTube","Deus Ex - Theme Orchestra.mp3","2:04","24","4",""
"Rancid","B Sides and C Sides","Devils Dance","3:04","12","4",""
"DDP","WWE","Diamond In the Rough","2:55","13","4",""
"Kanye West","ROH","Diamonds From Sierra Leone [Instrumental]","2:21","27","5","thumbs-up"
"The Lonely Island","Incredibad","Dick in a Box (feat. Justin Timberlake)","2:42","29","5","thumbs-up"
"Innerpartysystem","Innerpartysystem","Die Tonight Live Forever","4:42","10","4",""
"The Prodigy","Greatest Hits","Diesel Power","4:18","12","4",""
"Wolfmother","Wolfmother","Dimension","4:22","23","4",""
"Martin Sexton","Scrubs OST Vol. 2","Diner","3:06","11","4",""
"Tenacious D","Tenacious D","Dio","1:42","11","4",""
"Tenacious D","Live at Brixton Academy","Dio","2:29","12","4",""
"The Dresden Dolls","Yes, Virginia...","Dirty Business","3:37","11","4",""
"Celldweller","Celldweller","Disposable War Pigs [Metallica vs. Black Sabbath vs. Dubstep]","6:28","28","4",""
"Amanda Palmer","Theatre Is Evil (feat. The Grand Theft Orchestra)","Do It With a Rockstar","4:26","17","4",""
"The Lovin' Spoonful","Platinum & Gold Collection","Do You Believe In Magic","2:05","6","4",""
"The Rock","WWE","Do You Smell...","3:14","38","4",""
"The Rock","WWE","Do You Smell…","4:42","26","4",""
"Adam And The Ants","Stand And Deliver: The Very Best Of","Dog Eat Dog","3:10","7","4",""
"Ezekiel Jackson","WWE - The Music Vol.10 - A New Day","Domination","4:19","23","4",""
"Suga Free","The New Testament","Don't Fight Da Pimpin","3:18","17","4",""
"Innerpartysystem","The Download EP","Don't Stop","4:44","28","5","thumbs-up"
"3OH!3","Want","Don't Trust Me","3:13","32","5","thumbs-up"
"3OH!3","3OH!3/Innerpartysystem Split 7","Don't Trust Me [Innerpartysystem Remix]","5:15","10","4",""
"Adele","21","Don't You Remember (Live Acoustic)","4:18","9","4",""
"Rocky Votolato And Matt Pond PA","AV Undercover: Season 2","Don't You Want Me","3:29","12","4",""
"Islands","How I Met Your Mother Season 2 OST","Don’t Call Me Whitney, Bobby","2:32","18","4",""
"Tenacious D","Tenacious D","Double Team","3:11","13","4",""
"Tenacious D","Live at Brixton Academy","Double Team","7:28","5","4",""
"Foreigner","iTunes Live: London Festival '10 [EP]","Double Vision (Live)","3:42","19","4",""
"Butthole Surfers","Scrubs OST Vol. 1","Dracula From Houston","3:43","13","4",""
"Rob Zombie","Past, Present & Future","Dragula","3:43","25","4",""
"The Coral","Scrubs OST Vol. 2","Dreaming of You","2:21","36","5","thumbs-up"
"Placebo","The Bitter End [single]","Drink You Pretty","3:53","11","4",""
"Sona Fariq","Sona Fariq","Drop the Bomb","3:53","18","4",""
"Lil Wayne (feat. Eminem)","Rebirth","Drop The World","3:50","28","5","thumbs-up"
"Lil' Kim","ROH","Drugs [Instrumental]","3:15","15","5","thumbs-up"
"Rammstein","Remix","Du Hast [Thomas Hart Electro Dubstep Remix]","6:33","14","4",""
"Slipknot","Antennas To Hell","Duality","4:13","24","5","thumbs-up"
"Slipknot","Antennas To Hell","Duality","4:46","22","5","thumbs-up"
"Chase & Status","Eastern Jam","Eastern Jam VIP","5:42","15","4",""
